"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCR7",0,1.44377644787619,0.854,0.346,0,"C1","CCR7"
"TCF7",0,1.11393360759481,0.79,0.367,0,"C1","TCF7"
"ADTRP",0,1.11240429519153,0.502,0.11,0,"C1","ADTRP"
"LEF1",0,0.97386927543707,0.706,0.33,0,"C1","LEF1"
"SELL",0,0.967208607029764,0.9,0.511,0,"C1","SELL"
"EEF1B2",0,0.940184452145584,0.997,0.951,0,"C1","EEF1B2"
"MAL",0,0.920416541958808,0.745,0.353,0,"C1","MAL"
"MYC",0,0.882073841090954,0.637,0.333,0,"C1","MYC"
"RPS10",0,0.874448300872745,0.992,0.945,0,"C1","RPS10"
"RPS3A",0,0.836766004117019,0.999,0.988,0,"C1","RPS3A"
"SOCS3",0,0.822535901166199,0.59,0.306,0,"C1","SOCS3"
"RPS13",0,0.808157395602668,0.999,0.987,0,"C1","RPS13"
"RPS8",0,0.802704538667637,1,0.99,0,"C1","RPS8"
"RPS5",0,0.802232659553526,0.999,0.977,0,"C1","RPS5"
"RPL5",0,0.801401015196218,0.999,0.983,0,"C1","RPL5"
"RPS12",0,0.785695503544007,1,0.99,0,"C1","RPS12"
"EEF1G",0,0.766787420523401,0.993,0.929,0,"C1","EEF1G"
"TSHZ2",0,0.73466466263161,0.381,0.128,0,"C1","TSHZ2"
"RPL32",0,0.730781618828043,1,0.989,0,"C1","RPL32"
"RPL22",0,0.722665291589814,0.999,0.981,0,"C1","RPL22"
"RPL30",0,0.721051456736963,1,0.99,0,"C1","RPL30"
"PCED1B",0,0.694345918734747,0.644,0.427,0,"C1","PCED1B"
"RPL10",0,0.692997951775282,1,0.991,0,"C1","RPL10"
"RPL9",0,0.689939558783581,0.998,0.968,0,"C1","RPL9"
"RPS6",0,0.68825924980252,0.999,0.979,0,"C1","RPS6"
"RPS14",0,0.684985822973768,0.999,0.989,0,"C1","RPS14"
"RPL3",0,0.680818318269315,0.998,0.969,0,"C1","RPL3"
"RPS23",0,0.675793594764019,0.999,0.986,0,"C1","RPS23"
"RPL13",0,0.674474616252713,1,0.989,0,"C1","RPL13"
"SNHG8",0,0.663132645950095,0.721,0.527,0,"C1","SNHG8"
"RPL18",0,0.651002560450108,1,0.988,0,"C1","RPL18"
"RPL39",0,0.648273970646186,1,0.989,0,"C1","RPL39"
"RPL11",0,0.645308905734574,1,0.99,0,"C1","RPL11"
"NOSIP",0,0.642516962288167,0.871,0.643,0,"C1","NOSIP"
"RPL34",0,0.638597759061837,0.999,0.988,0,"C1","RPL34"
"RPL7",0,0.632332174264904,0.997,0.963,0,"C1","RPL7"
"RPS27A",0,0.625399653461334,1,0.989,0,"C1","RPS27A"
"C12orf57",0,0.617507144452025,0.915,0.786,0,"C1","C12orf57"
"RPL10A",0,0.615593605114018,0.997,0.962,0,"C1","RPL10A"
"FHIT",0,0.614109857396457,0.292,0.084,0,"C1","FHIT"
"TRABD2A",0,0.609694882255495,0.391,0.175,0,"C1","TRABD2A"
"NOP53",0,0.602619641212515,0.823,0.675,0,"C1","NOP53"
"ITGA6",0,0.601666847356668,0.381,0.176,0,"C1","ITGA6"
"RPL8",0,0.594055793290909,0.999,0.987,0,"C1","RPL8"
"EEF1A1",0,0.593103326317411,1,0.992,0,"C1","EEF1A1"
"RPL19",0,0.592652186163345,1,0.989,0,"C1","RPL19"
"RPS21",0,0.592179547203614,0.999,0.986,0,"C1","RPS21"
"RPL29",0,0.592077069395502,0.999,0.987,0,"C1","RPL29"
"RPL35A",0,0.585977421775266,0.999,0.988,0,"C1","RPL35A"
"RPS9",0,0.584309902187966,0.996,0.96,0,"C1","RPS9"
"RPS4X",0,0.578523258661369,0.999,0.985,0,"C1","RPS4X"
"RPL18A",0,0.576054898160711,0.999,0.988,0,"C1","RPL18A"
"RPS18",0,0.573938985100113,0.999,0.982,0,"C1","RPS18"
"LDHB",0,0.570682236625235,0.981,0.875,0,"C1","LDHB"
"RPL21",0,0.565556460657043,0.998,0.982,0,"C1","RPL21"
"LDLRAP1",0,0.558880998587807,0.435,0.232,0,"C1","LDLRAP1"
"NACA",0,0.555767889397168,0.999,0.983,0,"C1","NACA"
"RPL38",0,0.552592442248005,0.995,0.958,0,"C1","RPL38"
"RPS28",0,0.55121564362024,1,0.989,0,"C1","RPS28"
"TPT1",0,0.550820010513973,0.999,0.989,0,"C1","TPT1"
"RPS3",0,0.546896340220565,0.999,0.988,0,"C1","RPS3"
"PIM1",0,0.546383329727282,0.791,0.614,0,"C1","PIM1"
"NFKBIZ",0,0.545318461942296,0.538,0.346,0,"C1","NFKBIZ"
"RPS25",0,0.53791945598808,0.999,0.984,0,"C1","RPS25"
"RPL12",0,0.535305909529592,1,0.989,0,"C1","RPL12"
"RPLP0",0,0.533907765546813,0.999,0.984,0,"C1","RPLP0"
"RPL4",0,0.532476676660901,0.984,0.914,0,"C1","RPL4"
"RPL37",0,0.526333696744667,1,0.988,0,"C1","RPL37"
"SESN3",0,0.524664640692458,0.338,0.174,0,"C1","SESN3"
"RPS27",0,0.518080260484605,0.999,0.989,0,"C1","RPS27"
"PABPC1",0,0.515903978350352,0.996,0.964,0,"C1","PABPC1"
"RPL14",0,0.512937025505449,0.999,0.987,0,"C1","RPL14"
"C1orf162",0,0.504227181775174,0.449,0.246,0,"C1","C1orf162"
"TRAT1",0,0.49971238743111,0.577,0.417,0,"C1","TRAT1"
"RPS16",0,0.494765074470404,0.998,0.979,0,"C1","RPS16"
"AC243960.1",0,0.493602847134736,0.609,0.434,0,"C1","AC243960.1"
"RPSA",0,0.490952051921082,0.999,0.98,0,"C1","RPSA"
"BEX3",0,0.489420390576706,0.321,0.134,0,"C1","BEX3"
"RPS2",0,0.487716016896928,0.999,0.984,0,"C1","RPS2"
"TCEA3",0,0.482927368537453,0.231,0.07,0,"C1","TCEA3"
"RPL7A",0,0.482543501039468,0.999,0.988,0,"C1","RPL7A"
"RPL36",0,0.479869359427054,0.999,0.985,0,"C1","RPL36"
"RPL24",0,0.469892060160404,0.999,0.981,0,"C1","RPL24"
"RACK1",0,0.467494624215602,0.999,0.983,0,"C1","RACK1"
"RPLP2",0,0.467391151204037,0.999,0.988,0,"C1","RPLP2"
"TOMM7",0,0.464973994251574,0.98,0.931,0,"C1","TOMM7"
"RPS15A",0,0.458729857198509,1,0.989,0,"C1","RPS15A"
"EIF3E",0,0.457137379881268,0.821,0.697,0,"C1","EIF3E"
"RPL6",0,0.450193495149446,0.999,0.987,0,"C1","RPL6"
"LINC00861",0,0.448875017250768,0.582,0.428,0,"C1","LINC00861"
"PIK3IP1",0,0.445718392525551,0.644,0.476,0,"C1","PIK3IP1"
"RPL36A",0,0.445462347281599,0.973,0.909,0,"C1","RPL36A"
"RPS4Y1",0,0.444944950591494,0.98,0.924,0,"C1","RPS4Y1"
"RPS15",0,0.441633627337292,0.999,0.988,0,"C1","RPS15"
"ALKBH7",0,0.439323583874959,0.605,0.477,0,"C1","ALKBH7"
"NPM1",0,0.435076717990672,0.977,0.919,0,"C1","NPM1"
"EEF1D",0,0.434449419008641,0.997,0.979,0,"C1","EEF1D"
"FBL",0,0.43019486274366,0.626,0.5,0,"C1","FBL"
"SATB1",0,0.428459206139741,0.43,0.278,0,"C1","SATB1"
"IMPDH2",0,0.416410613489175,0.436,0.301,0,"C1","IMPDH2"
"RPL17",0,0.411189851741129,0.998,0.972,0,"C1","RPL17"
"EIF3L",0,0.410476636217161,0.818,0.695,0,"C1","EIF3L"
"TMIGD2",0,0.408732103732618,0.25,0.085,0,"C1","TMIGD2"
"BTG2",0,0.406567459422051,0.644,0.513,0,"C1","BTG2"
"SLC40A1",0,0.404682547993716,0.245,0.111,0,"C1","SLC40A1"
"RCAN3",0,0.403168270200922,0.526,0.386,0,"C1","RCAN3"
"ST13",0,0.398883268110902,0.774,0.67,0,"C1","ST13"
"IFNGR2",0,0.398874227678836,0.267,0.136,0,"C1","IFNGR2"
"SH3YL1",0,0.398114300994077,0.32,0.196,0,"C1","SH3YL1"
"RPS20",0,0.397114163769976,0.941,0.884,0,"C1","RPS20"
"RPLP1",0,0.395943618794155,1,0.991,0,"C1","RPLP1"
"IL6ST",0,0.395081768540034,0.377,0.236,0,"C1","IL6ST"
"JUNB",0,0.391702460892782,0.895,0.755,0,"C1","JUNB"
"FAU",0,0.391380000401194,0.999,0.989,0,"C1","FAU"
"UXT",0,0.389823310278468,0.794,0.695,0,"C1","UXT"
"RPL31",0,0.385663284812018,0.995,0.964,0,"C1","RPL31"
"ACTN1",0,0.384520213365398,0.252,0.105,0,"C1","ACTN1"
"SMDT1",0,0.38166562855495,0.81,0.718,0,"C1","SMDT1"
"SPINT2",0,0.380948438692249,0.288,0.139,0,"C1","SPINT2"
"FOXP1",0,0.378619756132443,0.636,0.5,0,"C1","FOXP1"
"ABLIM1",0,0.378031395394294,0.467,0.334,0,"C1","ABLIM1"
"RPL41",0,0.375231322390592,0.999,0.988,0,"C1","RPL41"
"EIF3H",0,0.374493355497253,0.867,0.77,0,"C1","EIF3H"
"PLEKHB1",0,0.371292015074645,0.21,0.086,0,"C1","PLEKHB1"
"BEX2",0,0.371012898653897,0.305,0.173,0,"C1","BEX2"
"RPL37A",0,0.369789300387113,0.998,0.977,0,"C1","RPL37A"
"RPL13A",0,0.367982916658674,0.998,0.978,0,"C1","RPL13A"
"EIF4B",0,0.367780666379537,0.809,0.721,0,"C1","EIF4B"
"CMTM8",0,0.362677958747738,0.251,0.137,0,"C1","CMTM8"
"SARAF",0,0.356843824255559,0.993,0.952,0,"C1","SARAF"
"NDFIP1",0,0.350108269157162,0.745,0.649,0,"C1","NDFIP1"
"SERP1",0,0.348235246308743,0.886,0.807,0,"C1","SERP1"
"RPS7",0,0.348213756096959,1,0.987,0,"C1","RPS7"
"RPS29",0,0.347745766368701,0.997,0.976,0,"C1","RPS29"
"EPHX2",0,0.346573829931479,0.204,0.09,0,"C1","EPHX2"
"PFDN5",0,0.339829284167251,0.983,0.948,0,"C1","PFDN5"
"RPL26",0,0.339149423566423,1,0.985,0,"C1","RPL26"
"EEF2",0,0.33686275227413,0.979,0.921,0,"C1","EEF2"
"RPL15",0,0.332694036098411,0.998,0.977,0,"C1","RPL15"
"EDA",0,0.329131311279696,0.142,0.036,0,"C1","EDA"
"RPS11",0,0.328794185931282,0.981,0.938,0,"C1","RPS11"
"RPL23",0,0.326446596248437,0.934,0.879,0,"C1","RPL23"
"EIF4EBP3",0,0.315762589057406,0.203,0.098,0,"C1","EIF4EBP3"
"COMMD6",0,0.313467630179478,0.954,0.904,0,"C1","COMMD6"
"PLAC8",0,0.309249370818033,0.512,0.345,0,"C1","PLAC8"
"BTF3",0,0.30900916646447,0.992,0.962,0,"C1","BTF3"
"RPL23A",0,0.2970360821429,0.997,0.976,0,"C1","RPL23A"
"ANKRD55",0,0.294549441763116,0.154,0.063,0,"C1","ANKRD55"
"AK5",0,0.291195373520876,0.126,0.028,0,"C1","AK5"
"PDK1",0,0.285635944058687,0.162,0.067,0,"C1","PDK1"
"RPL27",0,0.283542275503503,0.979,0.943,0,"C1","RPL27"
"RPS19",0,0.274556427731511,0.999,0.987,0,"C1","RPS19"
"CDKN2A",0,-0.285668838088229,0.007,0.103,0,"C1","CDKN2A"
"SRP14",0,-0.292553711330413,0.926,0.943,0,"C1","SRP14"
"GAB3",0,-0.294027361206825,0.012,0.109,0,"C1","GAB3"
"ARHGDIB",0,-0.296681991586709,0.979,0.962,0,"C1","ARHGDIB"
"CCR4",0,-0.29842941964653,0.015,0.122,0,"C1","CCR4"
"SYT11",0,-0.301473284173994,0.015,0.131,0,"C1","SYT11"
"OGDH",0,-0.305897309970075,0.077,0.214,0,"C1","OGDH"
"CHST11",0,-0.313173035103273,0.051,0.176,0,"C1","CHST11"
"ATXN1",0,-0.314283148315598,0.041,0.162,0,"C1","ATXN1"
"JAZF1",0,-0.314503716972443,0.037,0.15,0,"C1","JAZF1"
"SUMO2",0,-0.314952757810373,0.846,0.893,0,"C1","SUMO2"
"PTTG1",0,-0.318621489892468,0.021,0.13,0,"C1","PTTG1"
"SERF2",0,-0.323901112347355,0.988,0.984,0,"C1","SERF2"
"MYL12B",0,-0.326364144718259,0.915,0.941,0,"C1","MYL12B"
"JAKMIP1",0,-0.329443934263201,0.005,0.121,0,"C1","JAKMIP1"
"CLSTN3",0,-0.332842117120579,0.022,0.135,0,"C1","CLSTN3"
"PLEKHF1",0,-0.332953169573839,0.029,0.139,0,"C1","PLEKHF1"
"NDUFA1",0,-0.337195810590508,0.733,0.825,0,"C1","NDUFA1"
"ARHGAP18",0,-0.33896727473473,0.013,0.125,0,"C1","ARHGAP18"
"EMC7",0,-0.342335731525401,0.213,0.383,0,"C1","EMC7"
"PREX1",0,-0.346388904113376,0.058,0.198,0,"C1","PREX1"
"PARVB",0,-0.347180806554167,0.027,0.147,0,"C1","PARVB"
"ST8SIA4",0,-0.351754672174037,0.05,0.184,0,"C1","ST8SIA4"
"PSTPIP1",0,-0.353347846260713,0.123,0.27,0,"C1","PSTPIP1"
"SLAMF7",0,-0.353649752293786,0.003,0.103,0,"C1","SLAMF7"
"ASNA1",0,-0.356877152035737,0.143,0.313,0,"C1","ASNA1"
"SNX10",0,-0.358458968985249,0.032,0.157,0,"C1","SNX10"
"BTG3",0,-0.358817752042429,0.046,0.182,0,"C1","BTG3"
"CHCHD2",0,-0.361037493048445,0.818,0.88,0,"C1","CHCHD2"
"ANXA4",0,-0.363646752373614,0.029,0.171,0,"C1","ANXA4"
"ARPC4",0,-0.363987010994394,0.201,0.366,0,"C1","ARPC4"
"TGFBR3",0,-0.36563901869916,0.02,0.128,0,"C1","TGFBR3"
"TANK",0,-0.365667354854481,0.121,0.272,0,"C1","TANK"
"SEPT11",0,-0.367149715203408,0.035,0.177,0,"C1","SEPT11"
"SMC4",0,-0.367174623962431,0.047,0.172,0,"C1","SMC4"
"FBXW5",0,-0.368891374540275,0.183,0.349,0,"C1","FBXW5"
"ALDOA",0,-0.370023159950147,0.772,0.842,0,"C1","ALDOA"
"LAPTM5",0,-0.370729178753002,0.9,0.918,0,"C1","LAPTM5"
"NAA50",0,-0.37171243750052,0.088,0.23,0,"C1","NAA50"
"CALHM2",0,-0.373917932953154,0.017,0.16,0,"C1","CALHM2"
"NDUFB2",0,-0.374856526012507,0.622,0.744,0,"C1","NDUFB2"
"TXNDC17",0,-0.376463431954904,0.16,0.325,0,"C1","TXNDC17"
"PPP4C",0,-0.377426093698281,0.41,0.575,0,"C1","PPP4C"
"RNF7",0,-0.377448551375744,0.394,0.567,0,"C1","RNF7"
"MIS18BP1",0,-0.37762429217013,0.097,0.244,0,"C1","MIS18BP1"
"PTPRCAP",0,-0.377675495995423,0.975,0.949,0,"C1","PTPRCAP"
"TTC38",0,-0.379329419129109,0.011,0.11,0,"C1","TTC38"
"PLA2G16",0,-0.380330038877385,0.017,0.138,0,"C1","PLA2G16"
"TESC",0,-0.383481667035572,0.011,0.145,0,"C1","TESC"
"GABARAP",0,-0.383845494465683,0.835,0.886,0,"C1","GABARAP"
"ATP5MF",0,-0.38425041818545,0.69,0.795,0,"C1","ATP5MF"
"WDR83OS",0,-0.385254573197305,0.533,0.689,0,"C1","WDR83OS"
"SLAMF1",0,-0.386787066076293,0.058,0.191,0,"C1","SLAMF1"
"CD151",0,-0.388619589309841,0.056,0.202,0,"C1","CD151"
"CAPZB",0,-0.388971397493416,0.774,0.836,0,"C1","CAPZB"
"TRGC2",0,-0.390554181356463,0.005,0.1,0,"C1","TRGC2"
"TNIP1",0,-0.390862543104491,0.194,0.364,0,"C1","TNIP1"
"PTGDR",0,-0.392251203611972,0.004,0.1,0,"C1","PTGDR"
"PSMB3",0,-0.392393619238513,0.527,0.671,0,"C1","PSMB3"
"SSR3",0,-0.392857289297917,0.27,0.446,0,"C1","SSR3"
"MPST",0,-0.393043725423447,0.035,0.186,0,"C1","MPST"
"MRPL41",0,-0.39340780636938,0.366,0.547,0,"C1","MRPL41"
"JAK1",0,-0.393668146195645,0.686,0.795,0,"C1","JAK1"
"MFSD10",0,-0.393762780443613,0.207,0.374,0,"C1","MFSD10"
"SQOR",0,-0.394210576489283,0.147,0.322,0,"C1","SQOR"
"RGS19",0,-0.394977315872959,0.267,0.439,0,"C1","RGS19"
"COX7B",0,-0.396276121391465,0.532,0.682,0,"C1","COX7B"
"PSMA4",0,-0.396853855489496,0.243,0.411,0,"C1","PSMA4"
"PMAIP1",0,-0.397122559731729,0.041,0.162,0,"C1","PMAIP1"
"SNRPB",0,-0.39795537299348,0.47,0.627,0,"C1","SNRPB"
"GTF3C6",0,-0.398399425591332,0.247,0.43,0,"C1","GTF3C6"
"JUND",0,-0.399004152586498,0.111,0.255,0,"C1","JUND"
"ELOB",0,-0.399160068922306,0.776,0.865,0,"C1","ELOB"
"ADSS",0,-0.400876509173647,0.178,0.339,0,"C1","ADSS"
"VAMP8",0,-0.40111688090369,0.523,0.676,0,"C1","VAMP8"
"POLR2L",0,-0.403077682725342,0.621,0.754,0,"C1","POLR2L"
"SSR4",0,-0.403437849936171,0.74,0.843,0,"C1","SSR4"
"SH2D1A",0,-0.403643857838072,0.094,0.238,0,"C1","SH2D1A"
"MOB1A",0,-0.40414480075036,0.248,0.425,0,"C1","MOB1A"
"PTPRC",0,-0.40494147784903,0.925,0.943,0,"C1","PTPRC"
"SLC4A7",0,-0.40513792504933,0.101,0.24,0,"C1","SLC4A7"
"LAP3",0,-0.407130102637218,0.135,0.29,0,"C1","LAP3"
"IQGAP2",0,-0.408799936259963,0.11,0.264,0,"C1","IQGAP2"
"LPXN",0,-0.409227997651812,0.221,0.397,0,"C1","LPXN"
"GNB2",0,-0.409985229962579,0.485,0.648,0,"C1","GNB2"
"SELENOK",0,-0.410200025838312,0.374,0.551,0,"C1","SELENOK"
"ARHGDIA",0,-0.41188492260711,0.488,0.652,0,"C1","ARHGDIA"
"BRK1",0,-0.412959531850863,0.503,0.663,0,"C1","BRK1"
"HAVCR2",0,-0.413694782250452,0.01,0.113,0,"C1","HAVCR2"
"S1PR5",0,-0.414039820950273,0.002,0.102,0,"C1","S1PR5"
"FGR",0,-0.414121949396683,0.002,0.105,0,"C1","FGR"
"UBL5",0,-0.414240751377712,0.704,0.819,0,"C1","UBL5"
"SPCS3",0,-0.414858746976294,0.285,0.46,0,"C1","SPCS3"
"ATP2B1",0,-0.414865588005607,0.118,0.279,0,"C1","ATP2B1"
"SH3KBP1",0,-0.414939981162987,0.362,0.534,0,"C1","SH3KBP1"
"C1orf21",0,-0.416310531216076,0.003,0.107,0,"C1","C1orf21"
"MTPN",0,-0.417784684460492,0.402,0.572,0,"C1","MTPN"
"ILK",0,-0.417969091700775,0.18,0.348,0,"C1","ILK"
"ARHGAP30",0,-0.418029464827678,0.331,0.503,0,"C1","ARHGAP30"
"BLOC1S1",0,-0.418169815316526,0.163,0.322,0,"C1","BLOC1S1"
"PTP4A2",0,-0.418199292759309,0.316,0.488,0,"C1","PTP4A2"
"SUB1",0,-0.418830321807836,0.769,0.841,0,"C1","SUB1"
"TUBB4B",0,-0.41979447069842,0.109,0.263,0,"C1","TUBB4B"
"SAMSN1",0,-0.422796754523131,0.105,0.26,0,"C1","SAMSN1"
"MIEN1",0,-0.423607567333824,0.249,0.439,0,"C1","MIEN1"
"YARS",0,-0.423795024572328,0.145,0.301,0,"C1","YARS"
"AKIRIN2",0,-0.424749355986241,0.118,0.278,0,"C1","AKIRIN2"
"FERMT3",0,-0.425425962318855,0.239,0.409,0,"C1","FERMT3"
"STK10",0,-0.425781695435174,0.197,0.365,0,"C1","STK10"
"RAB8B",0,-0.426537961131344,0.115,0.284,0,"C1","RAB8B"
"SELENOT",0,-0.427960528926714,0.237,0.429,0,"C1","SELENOT"
"TMED9",0,-0.428768024816278,0.288,0.469,0,"C1","TMED9"
"ELOVL5",0,-0.429144757983161,0.282,0.459,0,"C1","ELOVL5"
"AGTRAP",0,-0.430161627289936,0.127,0.27,0,"C1","AGTRAP"
"EIF4G2",0,-0.430328368856722,0.403,0.578,0,"C1","EIF4G2"
"CCR6",0,-0.432193098814785,0.019,0.145,0,"C1","CCR6"
"ITGAL",0,-0.433338516444606,0.124,0.277,0,"C1","ITGAL"
"PSMB6",0,-0.434277559657874,0.43,0.611,0,"C1","PSMB6"
"SIT1",0,-0.434433636930397,0.226,0.385,0,"C1","SIT1"
"PRELID1",0,-0.434504035573793,0.512,0.666,0,"C1","PRELID1"
"ROCK1",0,-0.435133967125487,0.254,0.429,0,"C1","ROCK1"
"RAC1",0,-0.435534060391871,0.436,0.603,0,"C1","RAC1"
"GALM",0,-0.435956215368595,0.053,0.215,0,"C1","GALM"
"CD47",0,-0.436270893408261,0.396,0.571,0,"C1","CD47"
"VCP",0,-0.437504177926293,0.332,0.509,0,"C1","VCP"
"PSMA5",0,-0.438105830406593,0.372,0.558,0,"C1","PSMA5"
"SAMD9L",0,-0.438394576437149,0.082,0.241,0,"C1","SAMD9L"
"TUBA1C",0,-0.438689303613283,0.132,0.295,0,"C1","TUBA1C"
"NDUFA6",0,-0.439184390166748,0.334,0.526,0,"C1","NDUFA6"
"TERF2IP",0,-0.440352020278963,0.285,0.466,0,"C1","TERF2IP"
"RILPL2",0,-0.441266157464381,0.122,0.305,0,"C1","RILPL2"
"RAC2",0,-0.442509542511832,0.938,0.948,0,"C1","RAC2"
"SPPL2A",0,-0.443121663146381,0.111,0.291,0,"C1","SPPL2A"
"ADGRG1",0,-0.443210940918297,0.002,0.104,0,"C1","ADGRG1"
"TYMP",0,-0.444119333878473,0.104,0.25,0,"C1","TYMP"
"VAMP5",0,-0.444677507181291,0.268,0.442,0,"C1","VAMP5"
"SH3GLB1",0,-0.445550363808398,0.18,0.373,0,"C1","SH3GLB1"
"UTRN",0,-0.445579916012312,0.195,0.355,0,"C1","UTRN"
"HLA-DMA",0,-0.445951079082608,0.03,0.146,0,"C1","HLA-DMA"
"SURF4",0,-0.446532662148117,0.192,0.376,0,"C1","SURF4"
"NCF4",0,-0.447223964534999,0.026,0.187,0,"C1","NCF4"
"VDAC1",0,-0.447585964944254,0.328,0.51,0,"C1","VDAC1"
"TPI1",0,-0.448213800345922,0.781,0.858,0,"C1","TPI1"
"REL",0,-0.448463615754783,0.163,0.323,0,"C1","REL"
"CCDC167",0,-0.448860515428914,0.133,0.32,0,"C1","CCDC167"
"ARRB2",0,-0.44924974119872,0.366,0.551,0,"C1","ARRB2"
"SYTL2",0,-0.450339497508077,0.029,0.157,0,"C1","SYTL2"
"RAB11FIP1",0,-0.452660116163977,0.052,0.213,0,"C1","RAB11FIP1"
"DHRS7",0,-0.454110298400303,0.382,0.565,0,"C1","DHRS7"
"RPN1",0,-0.455271729805956,0.399,0.59,0,"C1","RPN1"
"RAB5IF",0,-0.456084170872981,0.239,0.433,0,"C1","RAB5IF"
"CASP1",0,-0.456459588910638,0.213,0.387,0,"C1","CASP1"
"RNASEK",0,-0.456922417447506,0.69,0.813,0,"C1","RNASEK"
"PSMB2",0,-0.457884578389127,0.273,0.475,0,"C1","PSMB2"
"SELENOS",0,-0.458437104211769,0.165,0.352,0,"C1","SELENOS"
"MAF",0,-0.459008829561256,0.048,0.21,0,"C1","MAF"
"SEM1",0,-0.459611860590282,0.457,0.633,0,"C1","SEM1"
"ATP6V0D1",0,-0.46011423042682,0.159,0.349,0,"C1","ATP6V0D1"
"ARF5",0,-0.461075475991891,0.475,0.656,0,"C1","ARF5"
"HLA-F",0,-0.461605400818791,0.532,0.693,0,"C1","HLA-F"
"H3F3A",0,-0.462633415877688,0.953,0.965,0,"C1","H3F3A"
"PSMA7",0,-0.465811469612981,0.641,0.781,0,"C1","PSMA7"
"ARL6IP1",0,-0.466880278710843,0.419,0.592,0,"C1","ARL6IP1"
"PSMD8",0,-0.468624756000087,0.426,0.616,0,"C1","PSMD8"
"CASP4",0,-0.468848473794965,0.27,0.466,0,"C1","CASP4"
"ARF1",0,-0.470590582233186,0.616,0.767,0,"C1","ARF1"
"MATK",0,-0.473298475386002,0.035,0.168,0,"C1","MATK"
"BST2",0,-0.473938984163488,0.401,0.562,0,"C1","BST2"
"PLSCR1",0,-0.474590424620429,0.078,0.226,0,"C1","PLSCR1"
"TMBIM6",0,-0.475020314836819,0.769,0.866,0,"C1","TMBIM6"
"PDE4D",0,-0.476384972572474,0.101,0.26,0,"C1","PDE4D"
"CAPZA1",0,-0.477020032829553,0.339,0.54,0,"C1","CAPZA1"
"PTPRE",0,-0.477023518440152,0.063,0.196,0,"C1","PTPRE"
"CBLB",0,-0.477744818479049,0.106,0.257,0,"C1","CBLB"
"FAS",0,-0.477799757128905,0.059,0.244,0,"C1","FAS"
"CD3D",0,-0.478752927666969,0.902,0.901,0,"C1","CD3D"
"DRAP1",0,-0.48032735819039,0.539,0.71,0,"C1","DRAP1"
"COX6A1",0,-0.480738494547817,0.81,0.897,0,"C1","COX6A1"
"COX8A",0,-0.480853949359081,0.712,0.826,0,"C1","COX8A"
"ZYX",0,-0.482752490605918,0.352,0.528,0,"C1","ZYX"
"GABARAPL1",0,-0.482864823266964,0.043,0.185,0,"C1","GABARAPL1"
"MRPL10",0,-0.483261921762569,0.12,0.309,0,"C1","MRPL10"
"UBE2A",0,-0.48375051430123,0.136,0.345,0,"C1","UBE2A"
"PAK2",0,-0.484361212562846,0.476,0.656,0,"C1","PAK2"
"COPE",0,-0.484403513112839,0.472,0.659,0,"C1","COPE"
"ACTR2",0,-0.485148324728638,0.433,0.617,0,"C1","ACTR2"
"IFI16",0,-0.486599327566111,0.297,0.477,0,"C1","IFI16"
"RABGAP1L",0,-0.486942004051967,0.142,0.333,0,"C1","RABGAP1L"
"PSME1",0,-0.487739994381957,0.903,0.944,0,"C1","PSME1"
"UBB",0,-0.488054111671067,0.855,0.914,0,"C1","UBB"
"SEC11A",0,-0.488734297255546,0.341,0.532,0,"C1","SEC11A"
"BAX",0,-0.491029929591682,0.423,0.589,0,"C1","BAX"
"BSG",0,-0.492287717518468,0.365,0.573,0,"C1","BSG"
"PYCARD",0,-0.494183733029747,0.275,0.465,0,"C1","PYCARD"
"RAP1B",0,-0.494557423763793,0.569,0.713,0,"C1","RAP1B"
"PRDX1",0,-0.496349335919474,0.47,0.622,0,"C1","PRDX1"
"RHOG",0,-0.496679918617537,0.48,0.662,0,"C1","RHOG"
"HNRNPLL",0,-0.49709821025035,0.078,0.264,0,"C1","HNRNPLL"
"SPN",0,-0.499826247772572,0.238,0.422,0,"C1","SPN"
"ANXA6",0,-0.501131668182633,0.567,0.709,0,"C1","ANXA6"
"COX5A",0,-0.502086726520127,0.532,0.706,0,"C1","COX5A"
"EML4",0,-0.503715798507272,0.405,0.571,0,"C1","EML4"
"SEC11C",0,-0.505157194242427,0.243,0.457,0,"C1","SEC11C"
"IL2RB",0,-0.50518804746365,0.043,0.206,0,"C1","IL2RB"
"TGFB1",0,-0.506151706488068,0.167,0.362,0,"C1","TGFB1"
"CARD16",0,-0.510049074489475,0.317,0.511,0,"C1","CARD16"
"YWHAH",0,-0.510488335475399,0.127,0.327,0,"C1","YWHAH"
"ABI3",0,-0.511977234303512,0.045,0.195,0,"C1","ABI3"
"RHOA",0,-0.51222373076777,0.885,0.936,0,"C1","RHOA"
"PSMA6",0,-0.513121466365441,0.366,0.577,0,"C1","PSMA6"
"BZW1",0,-0.51423369869001,0.391,0.596,0,"C1","BZW1"
"SEC61G",0,-0.514423961366368,0.55,0.726,0,"C1","SEC61G"
"TMX4",0,-0.514809375980064,0.214,0.417,0,"C1","TMX4"
"IL2RG",0,-0.515959598453898,0.69,0.807,0,"C1","IL2RG"
"CCDC107",0,-0.516446547002959,0.2,0.415,0,"C1","CCDC107"
